단원,대주제,프로젝트명,프로젝트ID,URL,썸네일URL,주석
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,그림 도장 카드 만들기,1171820955,https://scratch.mit.edu/projects/1171820955/,https://uploads.scratch.mit.edu/get_image/project/1171820955_480x360.png,"[Snowman]
- [개요]
펜 블록과 도장 찍기에 대해 배워 봅시다.
화면 맨 아래 왼쪽 구석에 있는 <확장 기능 추가하기> 버튼을 눌러 펜을 선택하면 그림 그리기 블록들이 추가됩니다.
[ 도장 찍기 ] 블록은 스프라이트 모양 그대로 도장을 찍듯 화면에 그림을 그려주는 기능입니다.
스페이스 키를 누르면 눈사람 도장을 찍고, 마우스 위치에 눈송이 도장을 찍는 프로그램을 만들어 봅시다.



[과정]
◎ 🏴클릭했을 때
1. 모두 지우기
2. 회전 방식을 왼쪽-오른쪽으로 정하기
3. 무한 반복하기
     3-1. 크기를 눈사람 크기(변수) %로 정하기
     3-2. 위, 아래, 왼쪽, 오른쪽 화살표 키를 누르면 이동하기 (왼쪽, 오른쪽 키를 누르면 방향도 바뀌어야 합니다.)
     3-3. 스페이스 키를 누르면 도장찍기


Q1. 화면에서 변수를 오른쪽 마우스를 눌러 [슬라이더 사용하기] 를 누르면 변수의 크기를 마우스 드래그로 바꿀 수 있어요. 다양한 크기의 눈사람을 만들어 봅시다.
Q2. 스페이스 키를 눌렀을 때 눈사람이 한 번만 찍히려면 어떻게 해야 할까요? 스페이스 키를 누르지 않을 때까지 기다리기 해봅시다.
Q3. '눈사람 색깔' 변수를 만들어서 색깔 효과 정하기 블록과 함께 사용해 봅시다.
[Snowflake]
- [과정]
◎ 🏴클릭했을 때
1. 무한 반복하기
     1-1. 마우스 포인터를 따라다니게 만들어 주세요.
     1-2. 마우스를 클릭하면 크기를 10부터 20 사이의 난수 %로 정하고, 색깔 효과를 10만큼 바꾼 후 도장찍기



Q. 다른 스프라이트를 추가하여 카드를 더 예쁘게 꾸며 봅시다."
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,영어 단어 도장찍기,419022677,https://scratch.mit.edu/projects/419022677/,https://uploads.scratch.mit.edu/get_image/project/419022677_480x360.png,"[Glow-A]
- 도장찍기
- 복제하기
- [개요]
내가 입력한 영어 단어를 펜 기능의 도장찍기를 이용해 화면에 나타내려고 합니다.
글자 위치 변수를 이용해서 알파벳의 1번째 글자, 2번째 글자 ... 순서대로 찍으면 돼요.
글자가 오른쪽 끝에 다다르면 다시 왼쪽으로 돌아와 한줄 아래서 부터 도장을 찍도록 구현해주세요.



[과정]
◎ 🏴클릭했을 때
1. 모두 지우기, 글자위치 변수를 1로 정하기 한 후 숨기기
2. x: -200  y: 0 으로 이동하기
3. "" 영어 단어를 대문자로 적어주세요. (숫자 가능) "" 라고 묻고 기다리기
4. 대답의 길이 번 반복하기
     4-1. 대답의 글자위치 번째 글자가 빈칸이 아니면 모양을 대답의 글자위치 번째 글자로 바꾸고 도장찍기
     4-2. 다음 글자를 찍을 위치로 옮겨주기 (만약 위치가 오른쪽 끝일 경우, 왼쪽 한줄 아래로 가도록 이동하기)
     4-3. 글자위치를 1만큼 바꾸기



Q. 대답에 소문자나 한글이 들어가면 코드가 제대로 작동하지 않습니다. 이런 문제를 해결하려면 어떤 코드를 추가해야 할까요?
(힌트: 반복하기를 사용해서 모든 글자가 대문자나 숫자인지 확인하고, 이상한 글자가 들어가면 다시 입력하기)
- 4-1"
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,다양한 도형 그리기,1172013974,https://scratch.mit.edu/projects/1172013974/,https://uploads.scratch.mit.edu/get_image/project/1172013974_480x360.png,"[펜]
- [개요]

펜 블록을 이용해서 다양한 도형을 그리는 프로그램을 만들어 봅시다.
종이에 그림을 그리려면 펜을 종이에 내려놔야 하죠? 그래서 펜을 움직이기 전에 [ 펜 내리기 ] 블록을 사용해야 합니다. 
그림을 다 그리고 나면, [ 펜 올리기 ] 블록을 사용해서 펜을 종이에서 떼어내 줘야 해요. 그래야 그림이 이어지지 않는답니다.

화면에 있는 버튼을 누르면 그 버튼에 쓰인 도형을 펜이 그리고, 지우기 버튼을 누르면 그림이 지워져요.


[스프라이트 구현 순서]
삼각형, 사각형, 오각형, 육각형 버튼 -> 지우기 버튼 -> 펜
각 도형 버튼은 스프라이트를 클릭했을 때 도형 신호 보내기, 지우기 버튼은 모두 지우기 해줍니다.



[과정]
◎ 그리기 신호를 받았을 때
1. 펜 굵기, 색깔을 정하기 (변수 만들어서 슬라이더로 바꾸거나, 난수 사용하기)
2. 90도 방향 보고 펜 내리기
3. 일정 거리만큼 이동하고 회전하기를 도형의 모서리 개수만큼 반복하기
( ※회전하는 각도는 도형마다 다르니 잘 계산해서 숫자를 넣어봅니다. 도형의 외각의 크기만큼 회전해야 합니다.)
4. 펜 올리기


◎ 삼각형 신호를 받았을 때
1. 도형의 모서리 개수(변수)를 3으로 정하기
2. x: -50  y: -10 으로 이동하기  (위치 수정해도 됩니다.)
3. 그리기 신호 보내기



Q1. 나머지 사각형, 오각형, 육각형 신호도 코드를 완성해야 합니다.
Q2. 새로운 버튼을 만들어서, 나만의 그림을 그리는 코드를 추가해 봅시다."
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,그림판 만들기,369596482,https://scratch.mit.edu/projects/369596482/,https://uploads.scratch.mit.edu/get_image/project/369596482_480x360.png,"[보드]
- [개요]

그림판으로 그림을 그려본 경험이 있나요?
스크래치로 그림판 프로그램을 만들어 봅시다.

왼쪽 8색 팔레트로 색상이 바뀌어져야 하며, 아래 3개의 버튼을 사용하여 펜의 굵기를 바꿉니다.
지우개를 누르면 직접 지우는 지우개를, X 버튼을 누르면 모든 그림이 지워져야 합니다.

※ 화면 맨 아래 왼쪽 구석에 있는 <확장 기능 추가하기> 버튼을 눌러 펜을 선택합니다. 
※ 왼쪽 메뉴에 펜 블록들이 생긴 것을 확인하고 스프라이트 구현을 시작합니다.



[스프라이트 구현 순서]
펜(과정1) -> 삭제 -> 빨강 -> 펜(과정2)  -> 나머지 스프라이트
[펜]
- [과정 1]
◎ 깃발 클릭했을 때
1. 펜 굵기와 색깔 정하기
2. 마우스 포인터로 이동하는 것을 반복하며, 마우스를 클릭할 때만 펜 내리기


※ 그림이 잘 그려지지 않는다면 전체화면에서 확인해보세요.



[과정 2]

이제 각 팔레트와 버튼을 눌렀을 때의 기능을 구현할 차례입니다.
펜은 각 스프라이트에서 보낸 신호들을 받아 펜의 색깔, 굵기 등을 바꿔줘야 합니다.


◎ ""빨강"" 신호를 받았을 때
1. 펜 색깔을 (빨강) 으로 정하기


※ 펜이 빨간색으로 바뀌는 것을 확인했다면, 나머지 색깔도 같은 방법으로 구현해봅시다.


◎ ""굵게"" 신호를 받았을 때
1. 펜 굵기를 20으로 정하기


※ 중, 소 버튼도 같은 방법으로 구현합니다. 펜의 굵기는 원하는 크기로 바꾸어도 됩니다.
[빨강]
- [과정]

◎ 이 스프라이트를 클릭했을 때
1. ""빨강"" 신호 보내기


Q. 빨강 신호는 펜의 색깔을 빨간색으로 바꾸는 신호입니다.
이 신호를 누가 받아야 할까요?
- 색이 잘 안 바뀐다면

다음 코드로 바꿔봅시다. 다른 스프라이트에도 적용할 수 있습니다.

◎ 깃발 클릭했을 때
1. 무한반복 내부
     1-1. 만약 <마우스를 클릭했는가?> 그리고 <펜에 닿았는가?> 라면
          1-1-1. ""빨강"" 신호 보내기
[파랑]
- 파랑색이 나오게 신호보내기
[대]
- [과정]

◎ 이 스프라이트를 클릭했을 때
1. ""굵게"" 신호 보내기


Q1. 굵게 신호는 펜의 굵기를 두껍게 만드는 신호입니다.
이 신호를 받는 펜은 어떤 블록을 사용해야 할까요?
[지우개]
- ◎ 이 스프라이트를 클릭했을 때
1. ""지우개"" 신호 보내기


Q. 지우개 신호를 받은 펜은 어떻게 해야 지우개 효과를 낼까요?
[삭제]
- ◎ 이 스프라이트를 클릭했을 때
1. 모두 지우기"
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,펜아트,550690184,https://scratch.mit.edu/projects/550690184/,https://uploads.scratch.mit.edu/get_image/project/550690184_480x360.png,"[스프라이트 1]
- [개요]
펜 기능을 사용하여 선이 끊기지 않고 점점 도형이 커지는 펜아트를 만들어 봅시다.
예를 들어 그리는 도형이 사각형이라면, 모서리 2개를 그린 후 선의 길이를 늘리고 다음 모서리 2개를 그려야 합니다.
최소 삼각형부터 그릴 수 있어야 합니다.


[과정]
◎ 🏴클릭했을 때
1. 스프라이트를 숨기고, 그리고 싶은 도형의 모서리 개수와 선의 길이를 묻고 대답을 각 변수에 저장하기
(단, 모서리 개수는 2보다 커야 함)
2. 시작 위치와 방향, 펜 색깔과 굵기 정하기
3. 선의 길이만큼 움직이고 도형의 외각만큼 회전한 후 펜 색깔을 1만큼 바꾸기
4. 3번 과정을 도형의 종류에 따라 다른 횟수만큼 반복한 다음 선의 길이를 5만큼 바꾸기  ==> 조건문 활용하기
5. 4번 과정을 무한 반복하기



Q1. 선의 길이가 길어지다가 300을 넘으면 반복을 멈추는 코드로 수정해 봅시다.
Q2. 4번 과정을 조건문이 아니라 연산을 사용해서 간단하게 바꾸어 봅시다. 
(힌트: 도형의 모서리 개수 변수와 연산 블록을 활용합니다. 각 도형마다 몇 번 반복하게 되나요? 
모서리 개수 나누기 2를 계산해보면 어떤 수가 나오나요?)"
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,반복도형그리기,489899082,https://scratch.mit.edu/projects/489899082/,https://uploads.scratch.mit.edu/get_image/project/489899082_480x360.png,"[point1]
- [개요]
펜 기능을 사용하여 알록달록한 도형 패턴을 그려봅시다.
똑같이 생긴 여러 도형을 그리되, 꼭짓점 한 개를 공유한 채 원을 그리듯 회전하며 그려야 합니다.
도형을 1번 그리고 나면 일정 각도 회전한 후 다시 도형을 그리는 것을 반복하면 됩니다.


[과정]
◎ 🏴 클릭했을 때
1. 펜 색깔, 굵기를 정하기
2. 도형의 모서리 개수와 길이를 묻고, 대답을 각각의 변수에 저장하기
3. 도형을 그리고 펜 색깔을 바꾼 후 일정 각도 회전하기
4. 도형을 그리고 싶은 개수만큼 반복하기



Q1. 회전해야 하는 각도, 반복 횟수 등은 도형마다 다릅니다. 여러 번 실행해보면서 알맞은 숫자를 찾아 봅시다.
Q2. 패턴 1개를 그리고 나면 스프라이트의 위치를 바꾸어 패턴 자체를 여러 번 그리는 연습을 해봅시다."
STEP 3,연산 및 수학적 알고리즘을 활용한 게임만들기,플래피버드,1176202889,https://scratch.mit.edu/projects/1176202889/,https://uploads.scratch.mit.edu/get_image/project/1176202889_480x360.png,"[Parrot]
- [개요]
플래피버드 게임을 만들어 봅시다.
스페이스 키를 눌러 새가 땅으로 떨어지지 않도록 하면서 오른쪽에서 다가오는 장애물을 피하는 게임입니다.



[과정]
◎ 게임시작 신호를 받았을 때
1. 점수를 0으로 정하고, 처음 위치 정하기
2. 계속해서 날갯짓하는 모습 만들기
3. 가만히 있으면 아래로 떨어지게 만들기
4. 스페이스 키를 누르면 위로 올라가기
5. 땅에 닿으면 게임종료 신호 보내기


◎ 게임종료 신호를 받았을 때
다른 스크립트 멈추기


Q. 새가 장애물이나 땅에 닿을 때 날개 말고 몸통 부분이 닿아야 끝나도록 만드려면 어떻게 수정해야 할까요?
[장애물]
- [과정]
◎ 게임시작 신호를 받았을 때
1. 처음 위치와 모양을 정하고, 1초 기다리기
2. 왼쪽 끝에 다다를 때까지 이동하다가 새에게 닿으면 게임종료 신호 보내기
3. 새에 닿지 않고 지나간다면, 다시 처음 위치로 이동해서 모양을 랜덤으로 바꾸고 점수를 1점 얻기


Q. 시간이 지날수록 장애물이 다가오는 속도가 서서히 빨라지게 하려면 어떻게 수정해야 할까요? 
속도 변수를 새롭게 만들어 봅시다.
[게임시작]
- [과정]
◎ 🏴클릭했을 때
1. 모양을 game start로 바꾸고, 가운데 위치에서 보이기
2. 스페이스 키를 누르면 투명도, 픽셀화 효과와 함께 사라지고 게임시작 신호 보낸 후 이 스크립트 멈추기


◎ 게임종료 신호를 받았을 때
1. 모양을 game over로 바꾸고 몇 바퀴 회전한 후 보이기 (각자 원하는 효과로 만들어 봅니다.)
2. 모두 멈추기


Q1. 게임이 종료된 상태에서 스페이스 키를 눌렀을 때 게임이 다시 시작되려면 어떻게 코드를 수정하면 좋을까요?
Q2. 게임 성공 조건을 만들어서 game clear 모양과 코드를 활용해 봅시다."
STEP 3,연산 및 수학적 알고리즘을 활용한 게임만들기,지렁이게임,359324985,https://scratch.mit.edu/projects/359324985/,https://uploads.scratch.mit.edu/get_image/project/359324985_480x360.png,"[Stage]
- 깃발 클릭했을때 
배경 00로 바꾸기 
만약 먹이가 50이 되면 배경 바꾸기 

클리어 신호 받았을때 
배경을 00으로 바꾸기 

게임끝 신호 받았을때
배경을 00으로 바꾸끼 
모두 멈추기
[지렁이]
- [개요]
먹이를 찾아서 지렁이 몸집을 키우는 프로그램을 제작해봅시다.

지렁이는 상하좌우 방향키로 조작합니다.
먹이는 랜덤한 위치에 랜덤한 시간 간격으로 화면에 출력됩니다. 
만약 먹이를 획득할 경우, 지렁이의 꼬리가 더욱 길어져야 합니다.


[과정]

◎🏴 클릭했을 때
1. 모양을 머리로 바꾸고 보이기
2. 지렁이 길이를 0.1로 정하기
3. x: 0 y: 0 (으)로 이동하기
4. 나 자신을 복제하며 계속해서 움직이기
5. 좌,우 화살표 키를 누르면 그 방향으로 돌기
6. 벽에 닿으면 아야! 를 2초 동안 말하고 모두 멈추기


◎ 복제되었을 때
모양을 꼬리로 바꾸고, 지렁이길이만큼의 시간을 기다린 후 복제본 삭제하기


============================================================================

Q1. 지렁이의 길이 변수가 커질수록, 어떠한 변화가 생기나요?
Q2. 먹이를 획득할 때마다 더 빠르게 움직이려면 어떻게 해야 할까요? 새로 변수를 만들어 활용해 봅시다.
[먹이]
- ◎ 🏴 클릭했을 때 
숨기기 한 다음, 0.5초~3초 후 나 자신 복제하기


◎ 복제되었을때 
1. 무작위 위치에서 보이기
2. 지렁이에 닿으면 점수를 1만큼, 지렁이 길이를 0.1만큼 바꾸고 복제본 삭제하기



Q1. 복제된 먹이가 벽에 닿지 않도록 하려면 코드를 어떻게 수정해야 할까요? 무작위 위치를 난수로 설정해 봅시다.
Q2. 지렁이 한마리를 더 만들어서 두명이 플레이하는 게임으로 바꿔 봅시다."
STEP 3,연산 및 수학적 알고리즘을 활용한 게임만들기,음식물을 소화해라,204981666,https://scratch.mit.edu/projects/204981666/,https://uploads.scratch.mit.edu/get_image/project/204981666_480x360.png,"[별]
- [개요]
음식물을 향해 소화효소를 날려서 소화시키는 프로그램을 만들어봅시다.

별은 위아래로 움직이면서 소화효소를 오른쪽으로 날려 음식물을 분해시킬 수 있습니다.
만약 음식물이 분해되지 않고 왼쪽 벽에 도달하면 남은 별의 개수가 줄어듭니다.



[과정]
◎🏴 클릭했을 때
1. 회전 방식을 회전하지 않기로 바꾸기
2. 화살표 키를 이용해서 위,아래,왼쪽,오른쪽으로 이동하게 만들기 (움직이기 블록 사용)
3. 분홍색에 닿으면 지나갈 수 없도록 하기 (힌트: 움직이기 블록 사용)
4. 스페이스 키를 누르면 소화효소 복제하기


Q. 스페이스 키를 누르는 동안 연속발사 되지 않도록 하려면 어떤 코드를 추가해야 할까요?
[소화효소]
- ◎🏴 클릭했을 때
1. 숨기기


◎ 복제되었을때
1. 별로 이동하고 보이기
2. 오른쪽으로 계속해서 움직이다가, 벽에 닿으면 복제본 삭제하기
3. 음식물 1이나 음식물2에 닿으면 0.1초 후 복제본 삭제하기
[음식물1]
- ◎🏴 클릭했을때 
일정 시간마다 계속해서 복제하기



◎복제되었을 때
1. 지정된 위치(오른쪽 위의 출구)로 이동하기
2. y좌표 바꾸기를 랜덤 횟수만큼 반복하기
    ==> 조금 내려오거나, 많이 내려오게 해서 출발 위치 정하기
3. 왼쪽으로 쭉 움직이다가, 소화 효소에 닿으면 모양을 바꾸고 복제본 삭제하기
4. 벽에 닿으면 남은별 줄이기 신호를 보내고 0.1초 후 복제본 삭제하기
[음식물2]
- 음식물1의 코드를 참고해서 만들 수 있습니다.
움직이는 속도와 복제되는 시간을 다르게 해서 만들어보세요.
[남은별]
- ◎🏴 클릭했을때 
1. 시작할 때의 모양 정하기


◎""남은별 줄이기""  신호를 받았을 때
1. 다음 모양으로 바꾸기
2. 만약 <모양번호 = ??> 이라면 모두 멈추기  


Q1. 남은 별이 다 사라지면 게임이 종료되어야 합니다. 모양번호가 몇이 되어야 할까요?
Q2. 게임의 난이도를 더 어렵게 만들어 봅시다. 음식물이 소화효소를 두 번 맞아야 없어지는 코드로 수정해볼까요?"
STEP 3,연산 및 수학적 알고리즘을 활용한 게임만들기,디펜스게임,1177936871,https://scratch.mit.edu/projects/1177936871/,https://uploads.scratch.mit.edu/get_image/project/1177936871_480x360.png,"[Dorian]
- [개요]
디펜스게임을 만들어 봅시다.
디펜스게임이란, 끝없이 몰려오는 적들을 막아내는 게임입니다. 
보물을 노리고 다가오는 적들을 공격해서 최대한 오래 살아남아 봅시다!


[과정]
◎ 🏴클릭했을 때
1. x: 200  y: 55 로 이동하기
2. 화살표 키를 누를 때 상하좌우로 5만큼 움직이기 (길을 벗어나지 않게 하기)
3. Frank에 닿으면 픽셀화 효과를 주고 기다리다 그래픽 효과 지우기
[Ball]
- [과정]
◎ 🏴클릭했을 때
1. 숨기기
2. Dorian 을 따라다니다가, wasd 키를 누르면 각 방향을 보고 나 자신 복제하기
3. 연속복제되지 않도록 하기


◎ 복제되었을 때
1. 보이기
2. 원하는 속도로 날아가다가, 벽이나 Frank에 닿으면 복제본 삭제하기
[Frank]
- [과정]
◎ 🏴클릭했을 때
1. 숨기기
2. 랜덤 시간마다 나 자신 복제하기


◎ 복제되었을 때
1. 위치 변수를 이용해서 위에서 나올지, 아래에서 나올지 정하기
2. 오른쪽 위 좌표 x: 220  y: 147  /  왼쪽 아래 좌표 x:  -220  y:-134
3. 배경의 색깔선을 활용해서 각 색깔에 닿을 때마다 방향 바꾸기
4. Ball에 닿으면 복제본 삭제하기
5. 계속해서 모양을 랜덤으로 바꾸며 움직이기
[Treasure]
- [과정]
◎ 🏴클릭했을 때
1. 시간을 1초에 1씩 올리기
2. Frank에 닿으면 게임종료 신호를 보내고, 몇 초 버텼는지 말하고 모두 멈추기
3. 다른 스프라이트들은 게임종료 신호를 받을 때 스크립트 멈추기


Q1. 게임의 난이도는 어떻게 올릴 수 있을까요?
Q2. 다양한 역할의 아이템을 추가하여 게임을 더욱 재미있게 만들어 봅시다."
STEP 3,연산 및 수학적 알고리즘을 활용한 게임만들기,축구게임,723130068,https://scratch.mit.edu/projects/723130068/,https://uploads.scratch.mit.edu/get_image/project/723130068_480x360.png,"[start]
- [개요]
골키퍼와 고양이가 즐겁게 축구게임을 하려고 합니다.
고양이와 골키퍼는 상,하,좌,우로 움직일 수 있지만 골키퍼는 자신의 골라인 내부에서만 움직일 수 있고,
고양이는 골키퍼의 골라인 안으로 들어갈 수 없습니다.
경기는 1분 동안 진행이 되며 고양이는 공에 닿으면 공을 가지고 다닐 수 있고, 공이 있을 때 스페이스 키를 누르면 슛을 쏠 수 있습니다.


[과정]
◎ 🏴클릭했을 때
1. 보이기
2. 고양이 점수, 골키퍼 점수를 0으로 정한 후 변수 보이기



◎ 이 스프라이트를 클릭했을 때
1. 타이머 초기화     ==>  감지
2. 시간 변수를 타이머로 정하기    ==>  변수, 감지
3. 숨기기
4. 게임시작 신호 보내기
[Cat]
- [과정]
◎ 🏴 클릭했을 때
1. 크기를 35%로 정하기    
2. x: 200, y: -80 으로 이동하기


◎ 게임시작 신호를 받았을 때
1. 위, 아래, 왼쪽, 오른쪽 화살표 키를 누르면 움직이기
2. Soccer Ball에 닿고, 스페이스 키를 눌렀으면 슛 신호 보내기



Q. 고양이는 골라인 안으로 들어갈 수 없다는 규칙이 있었죠? 어떻게 만들 수 있을까요?

     힌트: 고양이는 x좌표가 -110보다 작아질 수 없고, y좌표가 0보다 클 수 없습니다. 
              위쪽 화살표를 눌렀을 때 고양이의 y좌표가 0보다 작을 때만 위로 움직일 수 있다는 뜻이죠.
[Goalie]
- ◎ 깃발 클릭했을 때
1. x: -200,  y: -80 으로 이동하기
2. 크기를 20%로 정하기


◎ 게임시작 신호를 받았을 때
1. w,a,s,d 키를 눌렀을 때 상하좌우로 이동하게 만들기
2. Soccer Ball에 닿으면 골키퍼 점수를 1만큼 바꾸고 공 원위치 신호 보내기


Q. 골키퍼는 골 라인 내부에서만 움직일 수 있습니다. 고양이와 마찬가지로 코드를 수정해 봅시다.

    힌트:  -165 < x좌표 < -240,  -140 < y좌표 < -30 일 때만 상하좌우로 움직일 수 있게 합니다.
             각 방향에서 어떤 좌표 제한이 필요할지 생각해 봅시다.
[Soccer Ball]
- ◎ 🏴클릭했을 때
1. 숨기기
2. x: 0,  y: -90 으로 이동하기


◎ 게임시작 신호를 받았을 때
1. 보이기
2. Cat에 닿으면 계속해서 Cat으로 이동하기


◎ 공 원위치 신호를 받았을 때
1. x: 0,  y: -90으로 이동하기


◎ 슛 신호를 받았을 때
1. 벽에 닿을 때까지 왼쪽으로 이동하기
2. 중간에 Goalie에 닿으면 이 스크립트 멈추기
3. y좌표 > -70 그리고 y좌표 < 0 이라면 고양이 점수를 1만큼 바꾸고 공 원위치 신호 보내기
[title]
- [Goalie의 승패 표시하기]
◎ 🏴 클릭했을 때
1. x: -124, y: 42로 이동하기
2. 숨기기


◎ 게임시작 신호를 받았을 때
시간 > 60이 되면 고양이 점수와 골키퍼 점수를 비교해서 골키퍼 점수가 높으면 ""you win""이라고 적힌 모양으로,  아니면 ""you lose"" 모양으로 바꾸고 보이기 ==> 모양 이름을 잘 확인하기
[title2]
- [Cat의 승패 표시하기]
title 스프라이트의 코드와 비슷하게 만듭니다. 
이 스프라이트는 Cat이 이겼는지, 졌는지 확인해야 하니 점수 비교 부분을 수정해야 합니다.



Q1. 게임을 완성했다면 한번 플레이해 봅시다. 점수가 제대로 바뀌는지 확인해 봅시다.
Q2. 게임을 더 재미있게 만드는 방법을 생각해 봅시다. 슛을 할 때 공의 방향이 랜덤이 되면 어떨까요?"
STEP 3,연산 및 수학적 알고리즘을 활용한 게임만들기,나무에 물주기,438561471,https://scratch.mit.edu/projects/438561471/,https://uploads.scratch.mit.edu/get_image/project/438561471_480x360.png,"[물뿌리개]
- [개요]
물을 뿌려서 나무를 키우는 프로그램을 제작해봅시다.

나무는 물에 닿을 때마다 크기가 점점 커집니다.
일정 크기에 도달할 경우, 열매를 맺게 만들어야 합니다.



[과정]
◎ 🏴 클릭했을 때
1.  물뿌리개가 마우스포인터 위치로 이동하기를 무한반복한다. 
2. 마우스를 클릭하면 물뿌리개를 기울이는 모습(회전하기)을 구현하고, 물흘리기 신호를 보내기
3. 0.2초 후 원래대로 돌리기



[게임 완성 후 추가하기]
Q1. 시간제한을 추가하여, 빠른 시간내에 최대한 많은 나무를 키우도록 응용해봅시다.
Q2. 물주기를 방해하는 게임 요소를 추가해서 더 재미있게 만들어 봅시다.
[물]
- ◎ 🏴 클릭했을 때 
1. 숨기기


◎ ""물흘리기"" 신호를 받았을 때
1. 물뿌리개로 이동하기
2. 나 자신 복제하기


◎ 복제되었을 때
1. 보이기
2. 아래로 떨어지다가 땅이나 나무에 닿으면 0.1초 후 복제본 삭제하기



Q. 위의 코드대로 만들면 물이 물뿌리개의 가운데 쪽에서 떨어지게 됩니다. 물뿌리개의 구멍 쪽에서 물이 떨어지게 하려면 어떻게 해야 할까요? (힌트: 물뿌리개의 좌표와 연산 블록 사용하기)
[나무1]
- ◎ 깃발 클릭했을 때
1. 크기를 50%으로 정하기
2. 모양 tree1로 바꾸기
3. x: -188  y: -132 으로 이동하기
4. 물에 닿으면 크기를 5만큼 바꾸다가 크기가 100보다 커지면 모양을 tree2로 바꾸고 이 스크립트 멈추기
[나무2]
- [과정]
코드를 작성하기 전, 나무 2~5 스프라이트의 모양을 수정해서 다양한 종류의 나무를 만들어봅시다.
코드는 나무1을 참고해서 똑같은 기능을 하도록 만들어야 합니다."
STEP 3,연산 및 수학적 알고리즘을 활용한 게임만들기,양궁게임,196534402,https://scratch.mit.edu/projects/196534402/,https://uploads.scratch.mit.edu/get_image/project/196534402_480x360.png,"[과녁]
- [개요]
좌우로 움직이는 과녁을 맞추어 점수를 얻는 프로그램을 제작해봅시다.
과녁의 색상에 따라 얻을 수 있는 점수가 달라집니다.



[과정]
◎ 깃발 클릭했을 때 
1. 과녁 위치와 방향을 초기화한다. 
2. 회색 줄 위치에서 좌우로 움직이면서 벽에 닿으면 튕기기 반복
[선수]
- [과정]
◎ 깃발 클릭했을 때 
1. 선수의 모양과 위치 초기화
2. 화살 개수(변수)를 10으로 정하기
3. 스페이스 키를 누르면 위아래로 반동 효과를 구현하면서 화살발사 신호 보내기



◎ 점수발표 신호 받았을 때
1. 이 스프라이트의 다른 스크립트 멈추기
[화살]
- [과정]
◎ 🏴 클릭했을 때 
1. 점수를 0으로 정하기


◎ 화살발사 신호를 받았을 때
1. 선수 위치로 이동하고 보이기
2. 과녁의 가운데 위치까지 위로 이동하기
3. 과녁에 닿았으면 점수계산 신호를 보내고, 아니면 벽에 닿을 때까지 올라가기
4. 숨기기
5. 화살개수 변수를 -1만큼 바꾸기
6. 만약 화살개수가 0이라면 점수발표 신호 보내기 


◎ 점수계산 신호를 받았을 때
1. 화살촉의 빨간색의 과녁의 노란색에 닿았으면 점수를 10만큼 바꾸기
2. 나머지 색깔에 닿았을 때에도 각각의 점수를 바꾸기
[심사위원]
- [과정]
◎ 점수발표 신호 받았을 때
1. ""당신의 점수는 00점입니다"" 를 2초동안 말하기
2. 모두 멈추기

★ 점수 변수와 결합하기를 사용해서 점수를 말해야 합니다."
